Date,Close,High,Low,Open,Volume,Ticker
2020-09-23 12:30:00,340.69,342.1,339.81,340.0,33406.34458,ETH-USD
2020-09-23 13:00:00,341.36,342.0,340.34,340.69,14526.95141,ETH-USD
2020-09-23 13:30:00,341.1,343.45,340.96,341.35,24210.3403,ETH-USD
2020-09-23 14:00:00,339.4,341.43,338.9,341.1,23066.04005,ETH-USD
2020-09-23 14:30:00,339.12,340.5,338.77,339.42,14264.83621,ETH-USD
2020-09-23 15:00:00,339.09,339.99,338.97,339.11,7543.97538,ETH-USD
2020-09-23 15:30:00,338.53,340.08,338.19,339.05,12099.87124,ETH-USD
2020-09-23 16:00:00,339.13,339.29,337.84,338.53,9236.34432,ETH-USD
2020-09-23 16:30:00,339.72,340.29,338.88,339.19,8124.27815,ETH-USD
2020-09-23 17:00:00,339.38,339.8,338.97,339.73,7950.8459,ETH-USD
2020-09-23 17:30:00,337.97,341.46,337.67,339.35,15020.58656,ETH-USD
2020-09-23 18:00:00,336.38,338.24,336.19,337.93,17421.42301,ETH-USD
2020-09-23 18:30:00,335.14,337.0,335.0,336.38,19984.82429,ETH-USD
2020-09-23 19:00:00,329.35,335.67,326.0,335.14,70402.73169,ETH-USD
2020-09-23 19:30:00,327.69,329.35,325.81,329.34,30047.00783,ETH-USD
2020-09-23 20:00:00,325.18,329.11,321.85,327.69,54611.96164,ETH-USD
2020-09-23 20:30:00,323.0,325.31,313.29,325.22,79742.8287,ETH-USD
2020-09-23 21:00:00,321.38,327.34,320.86,323.0,32516.71981,ETH-USD
2020-09-23 21:30:00,322.42,324.61,320.35,321.32,12101.68942,ETH-USD
2020-09-23 22:00:00,321.71,324.3,320.77,322.44,17537.6221,ETH-USD
2020-09-23 22:30:00,323.96,324.0,320.83,321.75,19624.44316,ETH-USD
2020-09-23 23:00:00,319.1,323.99,318.16,323.99,25827.95831,ETH-USD
2020-09-23 23:30:00,320.72,322.31,318.96,319.03,16167.06024,ETH-USD
2020-09-24 00:00:00,323.11,323.18,316.67,320.72,32376.98737,ETH-USD
2020-09-24 00:30:00,322.6,323.4,321.22,323.11,20009.06064,ETH-USD
2020-09-24 01:00:00,324.28,324.63,321.86,322.67,19829.90508,ETH-USD
2020-09-24 01:30:00,323.54,325.0,323.23,324.28,20454.06239,ETH-USD
2020-09-24 02:00:00,325.09,325.52,323.23,323.54,18181.84922,ETH-USD
2020-09-24 02:30:00,323.7,326.66,323.45,325.12,17329.03006,ETH-USD
2020-09-24 03:00:00,324.97,325.64,323.67,323.67,11353.51266,ETH-USD
2020-09-24 03:30:00,324.95,326.15,324.5,325.0,15916.52453,ETH-USD
2020-09-24 04:00:00,325.5,326.91,324.47,324.88,20210.01011,ETH-USD
2020-09-24 04:30:00,324.15,326.15,323.61,325.49,14734.88224,ETH-USD
2020-09-24 05:00:00,324.98,325.35,323.85,324.15,11181.94155,ETH-USD
2020-09-24 05:30:00,325.0,325.47,323.76,324.98,12030.03133,ETH-USD
2020-09-24 06:00:00,325.2,326.35,324.96,324.97,14313.99693,ETH-USD
2020-09-24 06:30:00,323.9,325.32,323.85,325.18,13303.86813,ETH-USD
2020-09-24 07:00:00,324.91,325.88,323.84,323.85,14007.35265,ETH-USD
2020-09-24 07:30:00,328.0,329.17,324.72,324.9,22562.20993,ETH-USD
2020-09-24 08:00:00,327.0,328.85,326.41,327.99,13855.51458,ETH-USD
2020-09-24 08:30:00,326.09,327.92,325.68,327.02,17306.1004,ETH-USD
2020-09-24 09:00:00,326.75,326.88,325.0,326.08,15387.83681,ETH-USD
2020-09-24 09:30:00,328.43,329.74,326.3,326.82,20550.08372,ETH-USD
2020-09-24 10:00:00,328.59,329.64,327.9,328.43,17323.68676,ETH-USD
2020-09-24 10:30:00,333.01,334.0,327.75,328.59,27147.9485,ETH-USD
2020-09-24 11:00:00,338.0,340.84,332.13,333.0,69758.03683,ETH-USD
2020-09-24 11:30:00,338.18,339.5,337.07,338.0,26996.08015,ETH-USD
2020-09-24 12:00:00,338.04,339.5,336.69,338.18,23056.61002,ETH-USD
2020-09-24 12:30:00,335.31,338.33,334.49,338.05,21061.95281,ETH-USD
2020-09-24 13:00:00,335.69,336.07,334.07,335.31,17905.25037,ETH-USD
2020-09-24 13:30:00,336.98,337.56,332.99,335.7,34079.03801,ETH-USD
2020-09-24 14:00:00,337.28,339.39,336.94,336.94,30236.31207,ETH-USD
2020-09-24 14:30:00,337.58,337.73,335.75,337.25,16982.13855,ETH-USD
2020-09-24 15:00:00,341.55,343.38,336.65,337.58,35174.4162,ETH-USD
2020-09-24 15:30:00,344.54,345.0,341.51,341.55,51952.13496,ETH-USD
2020-09-24 16:00:00,344.36,349.48,344.16,344.49,71597.95974,ETH-USD
2020-09-24 16:30:00,346.55,346.7,343.13,344.35,24374.1615,ETH-USD
2020-09-24 17:00:00,347.81,348.76,345.06,346.58,21617.24989,ETH-USD
2020-09-24 17:30:00,345.97,348.17,345.81,347.81,17959.30839,ETH-USD
2020-09-24 18:00:00,345.11,348.37,344.62,345.97,19788.50235,ETH-USD
2020-09-24 18:30:00,344.26,346.88,344.11,345.1,16745.95684,ETH-USD
2020-09-24 19:00:00,344.23,346.21,343.53,344.25,16747.33434,ETH-USD
2020-09-24 19:30:00,345.99,346.44,344.01,344.22,15352.62836,ETH-USD
2020-09-24 20:00:00,345.64,347.56,345.45,345.97,14184.347,ETH-USD
2020-09-24 20:30:00,345.71,347.17,345.5,345.63,12701.14768,ETH-USD
2020-09-24 21:00:00,345.21,347.65,345.2,345.71,7235.80701,ETH-USD
2020-09-24 21:30:00,345.88,346.12,344.6,345.2,7790.01222,ETH-USD
2020-09-24 22:00:00,350.54,351.68,345.27,345.88,35972.93959,ETH-USD
2020-09-24 22:30:00,350.81,353.1,348.59,350.5,35626.21819,ETH-USD
2020-09-24 23:00:00,349.75,351.55,348.84,350.83,24561.01553,ETH-USD
2020-09-24 23:30:00,348.97,349.76,348.24,349.7,12882.14302,ETH-USD
2020-09-25 00:00:00,347.89,350.42,347.66,348.97,23710.47317,ETH-USD
2020-09-25 00:30:00,347.76,348.21,346.54,347.89,15944.97373,ETH-USD
2020-09-25 01:00:00,348.53,348.59,347.22,347.72,12023.44573,ETH-USD
2020-09-25 01:30:00,346.58,348.55,345.71,348.53,17411.13138,ETH-USD
2020-09-25 02:00:00,346.95,347.52,345.9,346.6,13550.81901,ETH-USD
2020-09-25 02:30:00,347.14,347.71,346.17,346.95,19252.82448,ETH-USD
2020-09-25 03:00:00,348.04,348.33,346.33,347.13,13204.03548,ETH-USD
2020-09-25 03:30:00,344.91,348.32,344.5,348.04,18922.00344,ETH-USD
2020-09-25 04:00:00,345.62,345.65,344.18,344.91,12555.88751,ETH-USD
2020-09-25 04:30:00,344.79,346.19,344.73,345.6,10294.22606,ETH-USD
2020-09-25 05:00:00,343.98,344.79,341.83,344.79,23858.8649,ETH-USD
2020-09-25 05:30:00,341.16,344.5,340.68,343.94,22278.7074,ETH-USD
2020-09-25 06:00:00,342.21,342.23,339.8,341.07,24935.56118,ETH-USD
2020-09-25 06:30:00,344.75,344.9,341.46,342.19,18186.09289,ETH-USD
2020-09-25 07:00:00,343.52,344.75,342.8,344.74,16244.47949,ETH-USD
2020-09-25 07:30:00,343.0,344.64,342.68,343.51,19505.64819,ETH-USD
